Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Schwalie Et al.Nature.G1 Adipose Tissue Mouse	8/189	0.9988047641184078	0.9999956375987203	0	0	0.4005061884626069	4.789856747397482E-4	TMEM100;ARL4D;ISLR;BASP1;LRRN4CL;ACKR2;HS3ST1;CREB5
Morula Cell (Blastomere) Embryo Human	3/108	0.9989384873906307	0.9999956375987203	0	0	0.25934288609060646	2.754419621713367E-4	RPL39L;GJA1;COX7B2
Mast Cell Kidney Human	3/108	0.9989384873906307	0.9999956375987203	0	0	0.25934288609060646	2.754419621713367E-4	MAGEB2;RHOH;ADRB2
Endothelial Cell Lung Mouse	5/144	0.9990136796323019	0.9999956375987203	0	0	0.3262217811957331	3.2191797041601514E-4	TMEM100;CLDN5;TNFAIP8L1;CLEC14A;RTL8B
Plasma Cell Nasopharynx Human	1/69	0.9992466521301023	0.9999956375987203	0	0	0.13362556561085973	1.0070447273137735E-4	JUN
Endothelial Cell Brain Mouse	2/93	0.9993094918448736	0.9999956375987203	0	0	0.19954931144804564	1.3783802152237846E-4	FOXQ1;CLDN5
Proximal Tubule Cell Kidney Mouse	2/94	0.9993716464496994	0.9999956375987203	0	0	0.19736929003852505	1.2405667392479525E-4	FUT9;KCNJ15
Stage I Neutrophil Bone Marrow Mouse	5/152	0.9994751688335173	0.9999956375987203	0	0	0.30833022864318144	1.618637928586868E-4	CXCR2;G0S2;FFAR2;GPR84;LTB4R
B Cell Undefined Human	2/96	0.9994797505433483	0.9999956375987203	0	0	0.19314839752221924	1.0051149665747388E-4	CCR4;SOX4
Acinar Cell Pancreatic Islet Human	2/97	0.9995266415726856	0.9999956375987203	0	0	0.1911045969353764	9.04823884483565E-5	TIFA;RNASE1
Naive CD8+ T Cell Peripheral Blood Human	2/97	0.9995266415726856	0.9999956375987203	0	0	0.1911045969353764	9.04823884483565E-5	LRRN3;GPR183
DCLK1+ Progenitor Cell Large Intestine Human	2/97	0.9995266415726856	0.9999956375987203	0	0	0.1911045969353764	9.04823884483565E-5	ISLR;BASP1
Fibroblast Kidney Mouse	1/75	0.9995961214235318	0.9999956375987203	0	0	0.12275002735529052	4.958612036970619E-5	MPEG1
Vascular Endothelial Cell Kidney Mouse	8/205	0.9996126076148125	0.9999956375987203	0	0	0.3676477791555919	1.4245154417955548E-4	TLNRD1;TCIM;CCDC85B;GJA4;CDC42EP2;S1PR1;CLEC14A;RHOB
Enterocyte Small Intestine Mouse	1/77	0.9996717210611573	0.9999956375987203	0	0	0.11950644577029619	3.923789004122354E-5	ARF6
Macrophage Spleen Mouse	4/141	0.9996942745528974	0.9999956375987203	0	0	0.26468270557637597	8.093261071244489E-5	TIFAB;CHMP1B;TRAPPC5;S1PR1
Endothelial Cell Liver Human	1/79	0.9997330630357936	0.9999956375987203	0	0	0.11642920170248106	3.108340648711731E-5	CCDC85B
Microglial Cell Brain Human	18/360	0.9997710848682738	0.9999956375987203	0	0	0.4750275382176728	1.0875343961360356E-4	SMIM3;P2RY12;GPR34;ADRB2;GPR84;MPEG1;RHOB;SOX2;HCAR2;NEUROD2;GPR183;C3AR1;TMEM119;ZNF843;SPRY1;CHST2;KCNJ2;TLR2
Collecting Duct Intercalated Cell Kidney Mouse	2/106	0.9997977212421971	0.9999956375987203	0	0	0.1744790652385589	3.5296978613921956E-5	RNF152;OXGR1
Neuroendocrine Cell Trachea Mouse	24/449	0.9998408604392253	0.9999956375987203	0	0	0.508842504743833	8.098341671205732E-5	MAGEH1;TMEM30B;SOWAHC;TBCC;C2CD4B;SLC35G2;ZBTB22;ZCCHC18;ASCL1;FUT2;PNMA8B;PURB;EID1;EID2;TMEM158;SOX1;SDHAF1;FNDC10;INSM1;MAGEC2;GPRASP2;TSPYL4;RTL8B;CDK5R1
Cycling Basal Cell Trachea Mouse	7/202	0.9998513673359002	0.9999956375987203	0	0	0.3248626838474554	4.828879490188362E-5	FEN1;FRAT2;NXT1;CDCA4;RNF26;NUP62;TRIM59
Leydig Precursor Cell Fetal Gonad Human	8/221	0.9998772556655997	0.9999956375987203	0	0	0.3397258444862505	4.170198205341814E-5	ISLR;FLRT2;LRRN3;TCIM;ENC1;MYADM;PLAC1;PHLDA1
Paneth Cell Large Intestine Human	14/314	0.999883594998813	0.9999956375987203	0	0	0.4213312956359314	4.904792473589182E-5	CCR1;CEBPB;GPR34;PTAFR;HSPA6;RNASE6;KLHDC7B;MPEG1;HCAR2;HCAR3;RAP2B;MAFB;LPAR6;TLR2
Pre-haematopoietic Stem Cell Embryo Mouse	1/88	0.9998938980893252	0.9999956375987203	0	0	0.10433244916003537	1.1070459510104362E-5	MARVELD1
Exhausted CD4+ T Cell Liver Human	2/116	0.9999206407923641	0.9999956375987203	0	0	0.15908505440817233	1.26253648406494E-5	ZBED2;AKAP5
Fibroblast Lung Mouse	2/116	0.9999206407923641	0.9999956375987203	0	0	0.15908505440817233	1.26253648406494E-5	ARMCX3;ENC1
Brush Cell (Tuft Cell) Small Intestine Mouse	1/92	0.9999290665326598	0.9999956375987203	0	0	0.09972416247719891	7.074031517864954E-6	KCTD12
Brush Cell (Tuft Cell) Intestinal Crypt Mouse	6/195	0.9999297829319701	0.9999956375987203	0	0	0.28724440901001025	2.0170168361993528E-5	JUN;PPP1R3B;RHOG;KCTD12;SOX4;ADRA2A
FGFR1HighNME5- Epithelial Cell Esophagus Human	6/195	0.9999297829319701	0.9999956375987203	0	0	0.28724440901001025	2.0170168361993528E-5	ISLR;FLRT2;HSPA1L;GAS1;LPAR4;RTL5
Ionocyte Cell Lung Human	12/294	0.9999380281581507	0.9999956375987203	0	0	0.38419143522278165	2.3809788639332694E-5	ANKRD9;PLEKHF2;ASCL3;ARL4A;RBMXL1;MRFAP1L1;GPR160;HILPDA;PTAFR;CALML3;RTL6;IRF2BPL
Podocyte Kidney Mouse	10/263	0.9999385334096571	0.9999956375987203	0	0	0.35707755033145716	2.1949014079307574E-5	CLDN5;FOXC2;ARL4D;FGFBP1;FOXC1;FOXD1;MAFB;MARVELD1;GAS1;KRCC1
Leydig Cell Fetal Gonad Human	18/383	0.999939004956026	0.9999956375987203	0	0	0.44451530344668444	2.7114057400839058E-5	DIRAS3;COA4;OST4;THNSL1;HS3ST1;MRPL41;PIGC;FOXS1;MAFB;ALDH1B1;ZNF83;DNAJC30;DSEL;RRS1;WDR5B;PIGM;RPP25;SRSF8
Gonadal Mitotic Phase Fetal Germ Cell Fetal Gonad Human	12/295	0.9999418330763867	0.9999956375987203	0	0	0.38281228926712163	2.2267660814962126E-5	HMGN4;FRAT2;RPL36AL;PPP1R3B;CDC42EP4;HILPDA;ENC1;ZFP42;TRAPPC5;PCED1B;SOCS6;PHLDA3
Oocyte Embryo Human	1/94	0.9999418408801884	0.9999956375987203	0	0	0.09756867354490445	5.67467319315092E-6	TIFA
Neural Progenitor Cell Embryonic Prefrontal Cortex Human	4/163	0.9999507492339518	0.9999956375987203	0	0	0.2277794247498462	1.1218587423234097E-5	SOX3;FEN1;CDCA4;CREB5
Monocyte Spleen Mouse	3/145	0.9999582278672889	0.9999956375987203	0	0	0.19137163405967722	7.994168262964465E-6	CHST12;S1PR4;HSPA1B
Medullary Cell Kidney Mouse	4/166	0.999961215758887	0.9999956375987203	0	0	0.2235237433750696	8.669366876040616E-6	EID1;ARL4A;FLRT2;BASP1
Liver Bud Hepatic Cell Liver Human	6/203	0.9999612384399683	0.9999956375987203	0	0	0.2754560415362863	1.0677312826087262E-5	SF3B5;DPM3;LRRC61;SFN;MT1HL1;RHOB
Neuron Brain Mouse	34/616	0.9999679421731085	0.9999956375987203	0	0	0.5243901360598359	1.681107767018047E-5	CCDC71L;FOXG1;DIRAS2;KCNA4;CEND1;CSTF2T;ZNF22;ASCL1;NEUROD1;NEUROD2;RBM15B;CHAMP1;GPRASP1;SOX4;ATOH1;ANKRD34B;MOAP1;CCDC177;UTP3;SOX14;OLIG1;OLIG2;POMGNT2;POU3F2;USP29;POU3F4;ARMCX4;MAB21L1;GPRIN1;FASTKD5;INSM1;GEMIN7;CGGBP1;AHDC1
Endothelial Cell Fetal Gonad Human	6/207	0.9999708540414035	0.9999956375987203	0	0	0.26991374936580415	7.867009609963715E-6	ARL4A;ARMCX2;FLRT2;LRRN3;CDC42EP2;SOX4
Schwalie Et al.Nature.G4 Adipose Tissue Mouse	4/171	0.9999736035357029	0.9999956375987203	0	0	0.21677071604383732	5.722055988072257E-6	GJA1;TMEM158;RPL36AL;RNASE10
Exhausted CD8+ T Cell Liver Human	9/261	0.9999754045004806	0.9999956375987203	0	0	0.3224992740998839	7.932128288854804E-6	EID1;SAMD9L;SCO2;CHST12;ZBED2;RHOH;AKAP5;CXCR6;PHLDA1
Matrix Fibroblast Lung Mouse	3/156	0.9999824168803783	0.9999956375987203	0	0	0.17750362556370067	3.1210949209530034E-6	TMEM119;G0S2;TRIM56
Schwalie Et al.Nature.P2 Adipose Tissue Mouse	4/178	0.9999839419459803	0.9999956375987203	0	0	0.20796849421209315	3.339596128236606E-6	MAFB;SERTAD1;TOB2;IER5
Brush Cell (Tuft Cell) Lung Mouse	10/290	0.9999875401190005	0.9999956375987203	0	0	0.3221548405839204	4.014035984350903E-6	FOXE1;ENC1;TRAPPC5;RHOG;SLITRK6;ACKR4;B3GNT2;KCTD12;ASCL2;KCNJ2
Ciliated Cell Lung Human	9/283	0.9999916758332231	0.9999956375987203	0	0	0.29623798290902614	2.465944638860966E-6	BRD3OS;RRAGA;ZNHIT2;PNMA1;NHLRC4;LRRC10B;APOBEC4;BASP1;TRIM32
Schwalie Et al.Nature.P3 Adipose Tissue Mouse	4/191	0.999992166676724	0.9999956375987203	0	0	0.19336985128106443	1.5147344896325768E-6	PRNP;G0S2;KCTD12;TPBGL
Plasmacytoid Dendritic Cell Spleen Mouse	2/149	0.9999932531382051	0.9999956375987203	0	0	0.12314475157151468	8.308434224181907E-7	CDC42EP3;COX14
Oligodendrocyte Brain Mouse	18/439	0.9999932585268617	0.9999956375987203	0	0	0.38416517225449504	2.5898479191224785E-6	OLIG3;ARMCX5-GPRASP2;OLIG1;OLIG2;ELFN2;KCTD4;NAP1L5;TCEAL6;GJC2;GJB1;TCEAL5;TMEM125;SMCO3;TRIM59;KBTBD7;S1PR5;TRIM56;UTP14C
Type I Spiral Ganglion Neuron Brain Mouse	46/1061	0.9999933548904841	0.9999956375987203	0	0	0.39917447505440146	2.6525669159842707E-6	AMIGO3;SOWAHB;KCNA1;GPR22;ZNF22;SERTM1;TOB1;DNAJC28;ANKRD9;FAM156A;SLITRK1;MYADML2;GCNT4;SPTSSB;MAGEC2;CCDC184;SEPHS2;BORCS6;PHLDA3;PAQR8;ANKRD34B;PAQR9;ANKRD34A;JUN;F8A1;PAQR7;LRRN3;RNF26;ZFP2;G0S2;RNF208;NAP1L2;SLC35G2;TPBGL;MED7;THAP11;PIGC;LTB4R2;KCNS3;CDC42EP3;FNDC10;SLC25A51;B3GNT2;TLR5;MYORG;TSPYL5
Meiotic Prophase Fetal Germ Cell Fetal Gonad Human	35/1049	0.999993373657801	0.9999956375987203	0	0	0.30231496434063176	2.0032490426971725E-6	MAP10;PLEKHF2;DCAF4L1;KCNA3;KRCC1;RTL5;EPM2AIP1;TCEAL6;YY2;DSEL;ZNF280B;TCEAL1;LCMT2;ZNF664;KDM4D;TIGD6;ARMCX5-GPRASP2;SKIDA1;OTUD6A;SLC35G2;HSPA2;ZHX1;TEX19;MED7;FAM200B;ARL4A;EID3;PHOSPHO2;RPA4;RNF182;HYLS1;MAGEB3;TSPYL6;FAM50B;TSPYL5
SLC16A7+ Cell Lung Human	28/1013	0.9999934312135912	0.9999956375987203	0	0	0.2485012488507708	1.6323569873317017E-6	MOCS3;FUT2;GPR82;PURB;DCAF16;HCAR1;ZNF83;CHST12;DSEL;CXCR2;ZNF526;EXO5;ZNF865;S1PR3;MAGEB10;TIGD1;ARL11;SSTR2;KBTBD6;PDP2;PPP1R3B;ACKR4;PIGM;TLR10;ERVV-1;CHST5;TSPYL4;PBOV1
Mitotic Arrest Phase Fetal Germ Cell Fetal Gonad Human	39/956	0.9999935264221386	0.9999956375987203	0	0	0.37539628145352155	2.4301649228209016E-6	DCAF4L1;MAGEB16;DCAF12L1;RPL10L;DCAF4L2;ZBTB43;ZNF518A;TWIST1;RTL6;TOB1;YY2;RFPL4B;ERICH1;ZNF280B;ENC1;NRIP1;MAGEC2;MAGEA3;NANOS2;SKIDA1;ZBTB33;COX7B2;RHOB;DUSP22;FAM133A;ARL4A;EID3;TFDP3;CDC42EP3;MAGEB2;HYLS1;SPRY2;MAGEB1;TSPYL6;MAGEB6;ZNF830;FAM50B;HSPA1B;TSPYL5
Oogenesis Phase Fetal Germ Cell Fetal Gonad Human	16/855	0.9999937089926748	0.9999956375987203	0	0	0.1671108669107185	1.0512989947220881E-6	SMIM15;MTERF2;TMEM200A;SPIN3;ZBTB33;HSPA2;TOB1;IRF2BPL;LSM10;DUSP22;GCNT3;B3GNT2;THRSP;HNRNPA1L2;ZNF883;TSPYL5
Monocyte Fetal Kidney Human	35/796	0.9999938232943673	0.9999956375987203	0	0	0.4088135428071092	2.5251287110948133E-6	CEBPB;CEBPD;PTAFR;FPR2;GPR84;LTB4R;SOCS3;HCAR3;EPM2AIP1;BASP1;PCBP1;C3AR1;EBLN2;FFAR2;PHLDA2;IER2;CCR1;JUND;MID1IP1;RNASE6;G0S2;GPBAR1;OLIG1;OLIG2;RNASE2;TICAM1;MPEG1;MAFB;SCO2;CDC42EP3;CDC42EP2;MYADM;PABPC3;OTUD1;TLR2
B Cell Kidney Human	23/667	0.9999941079350907	0.9999956375987203	0	0	0.31764512355607544	1.8715911998912262E-6	HRK;PLEKHF2;SOWAHD;RNASE6;RHOH;DUSP22;CYSLTR1;CNR2;SERTAD2;BASP1;GPR183;GPR160;TIFA;TAF7;TLR10;ACKR2;FFAR1;GEMIN7;LRRC4C;ZBED5;GPR18;ZNF860;TCEAL9
Mitotic Fetal Germ Cell Fetal Gonad Human	27/665	0.9999941091505733	0.9999956375987203	0	0	0.37729684108994455	2.222605426555323E-6	POP7;CDCA4;HILPDA;MRPL57;POU5F1B;EXOSC6;C1GALT1C1;FRAT2;CCDC85B;RPL36AL;CHMP1B;ENC1;PCED1B;SOX4;PHLDA3;COA4;SMIM10L1;TRAPPC5;BLCAP;TMEM177;PPP1R3B;HNRNPF;CDC42EP4;ZFP42;MYADM;RPP25;CHST2
Microglial Cell Brain Mouse	21/658	0.9999941295111535	0.9999956375987203	0	0	0.29302905683273783	1.7202288591288992E-6	P2RY12;CCR1;GPR34;P2RY14;TREX1;RHOG;MPEG1;COMMD5;RRAGA;MAFB;CXCR1;NAT2;CHMP1B;TIFA;TMEM119;KCTD12;TNFAIP8L2;CCR5;PRPS1L1;GDPGP1;TLR2
Ciliated Cell Trachea Mouse	11/642	0.9999941685903818	0.9999956375987203	0	0	0.15421596619553005	8.992990906434463E-7	NHLRC4;SCO2;LRRC10B;SLC35G3;BASP1;UBXN10;DIRAS2;PEX2;HSPA2;GRHL2;DUSP14
Astrocyte Brain Mouse	24/582	0.9999942781155009	0.9999956375987203	0	0	0.38463020773114426	2.200815919915378E-6	ZHX2;KCNJ10;PAQR7;KLHL25;IRS1;TRIL;MID1IP1;PEX2;HSPA2;SOX21;KBTBD11;SOX2;GJA1;SLITRK2;FUT9;GJB6;CDC42EP4;PPP1R3D;S1PR1;B3GNT2;TMEM229A;FJX1;CHST2;MYORG
Epithelial Cell Lung Mouse	10/318	0.9999943149217269	0.9999956375987203	0	0	0.2924058656137965	1.6623549588541434E-6	GJA1;B3GNT9;PPP1R3B;FLRT3;PRR15L;GPR85;TACSTD2;SFN;AKAP5;GRHL2
Hematopoietic Stem Cell Bone Marrow Mouse	23/565	0.9999943184212587	0.9999956375987203	0	0	0.37963851235237017	2.156952228596328E-6	ZCCHC12;PRNP;CHST7;USP27X;P2RY14;DCAF12L1;HILPDA;AMIGO2;NAP1L3;CSTF2T;ADRB2;GSPT2;GJA1;ZXDB;DSEL;GJB5;TCEAL1;PRR15;MAGEC2;PHLDA2;CCR5;GPRASP2;CHST2
Multilymphoid Progenitor Cell Umbilical Cord Blood Human	22/537	0.9999943275645086	0.9999956375987203	0	0	0.38256499391651977	2.1700814041010524E-6	SMIM3;PRMT6;CHRM3;DHFR2;JUND;RHOH;TRAPPC2B;SOX11;DUSP22;MAFB;BASP1;ZNF526;SLITRK5;ZNF843;FFAR2;MAGEC2;FFAR1;IER5;JUNB;IER2;SOX4;UTP14C
Type II Spiral Ganglion Neuron Brain Mouse	22/543	0.9999943505081247	0.9999956375987203	0	0	0.3780296596649175	2.135681523668327E-6	SMIM15;TMEM200A;GPR88;MAGEF1;KCNA6;ASCL2;RXFP3;PNRC2;MC4R;ISLR;SOCS1;MAFB;SERTAD1;FLRT3;FUT9;ZNF319;TMEM119;TSSK6;SMIM30;KCTD12;GPRASP2;SPRN
Enteroendocrine Precursor Cell Intestinal Crypt Mouse	9/301	0.9999944101452833	0.9999956375987203	0	0	0.2776948296024056	1.55227809155333E-6	JUN;RAP2B;LPAR6;INSM1;RNASE1;SOX4;CDK5R1;NEUROG3;HNRNPA0
Regulatory T (Treg) Cell Liver Human	15/411	0.9999944472833263	0.9999956375987203	0	0	0.3403105983381213	1.8896535799840017E-6	CCR1;MAGEH1;PRNP;LRRC61;AKAP5;CXCR6;SCO2;C3AR1;ZBED2;CCR8;PHLDA1;CCR4;HSPA1B;SOX4;HSPA1A
Sertoli Cell Fetal Gonad Human	16/449	0.9999946402541957	0.9999956375987203	0	0	0.3314517620151853	1.776501951589035E-6	PRNP;MID1IP1;TRAPPC5;AMIGO2;TACSTD2;RNASE1;TCEAL5;ZNF280B;TCEAL2;TRPC5OS;NRIP1;PCED1B;B3GNT2;MAGEB1;PRND;HSPA1A
Gonadal Endothelial Cell Fetal Gonad Human	15/466	0.9999946599430781	0.9999956375987203	0	0	0.2978769570848336	1.5906841537241014E-6	FOXC1;TLNRD1;BLCAP;RTL3;IRF2BPL;SOCS3;ARMCX2;FLRT2;INAFM2;CHST12;CCDC85B;LPAR6;TNFAIP8L1;SPRY1;CREB5
Ciliated Epithelial Cell Esophagus Human	13/413	0.9999948195169626	0.9999956375987203	0	0	0.2916229633401222	1.5107517281258155E-6	CEBPA;NHLRC4;LRRC10B;ARMCX5-GPRASP2;LRRC61;BASP1;UBXN10;GJA4;WDR5B;USP51;OTUD1;ZNF322;ZBED4
Transit Amplifying (TA) Cell Intestinal Crypt Mouse	1/128	0.9999949083198855	0.9999956375987203	0	0	0.07131244222002614	3.6310106836851055E-7	RPL36AL
CD1C-CD141- Dendritic Cell Blood Human	9/321	0.9999950409891414	0.9999956375987203	0	0	0.2596007270168856	1.2873660162156276E-6	ARL4A;MAFB;ERICH1;BLOC1S3;CDC42EP3;C3AR1;GPBAR1;GIMAP7;TLR2
Plasmacytoid Dendritic Cell Blood Human	8/338	0.999995137964649	0.9999956375987203	0	0	0.21783708081321082	1.059134162447184E-6	CYSLTR1;SERTAD2;GPR183;P2RY14;RNASE6;TBCC;ZBTB33;HNRNPA1L2
Goblet Cell Intestinal Crypt Mouse	7/284	0.9999952118634128	0.9999956375987203	0	0	0.22764206784071542	1.0899839233164273E-6	RNF225;RPL36AL;REP15;GCNT3;FFAR2;SMIM6;TCEAL9
Paneth Cell Intestinal Crypt Mouse	6/276	0.9999953696287817	0.9999956375987203	0	0	0.20015784429787473	9.268072670942239E-7	EID1;PRR15;RNASE1;PHLDA1;SOX4;TCEAL9
Retinoid Acid Signaling-Responsive Fetal Germ Cell Fetal Gonad Human	4/218	0.9999954462617764	0.9999956375987203	0	0	0.16871693090364784	7.682944865336917E-7	KBTBD13;FAM133A;ENC1;KRCC1
Mesangial Cell Kidney Mouse	3/198	0.9999956375987203	0.9999956375987203	0	0	0.13894474320006234	6.061340476383804E-7	GJC1;GJA5;NRARP
