Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Smooth Muscle Cell Ovary Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	GJA4
Stem Cell Stomach Mouse	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	SOX2
T Cell Spleen Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	CXCR6
Fibroblast Synovium Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	ISLR
Thymic Epithelial Cell (TEC) Thymus Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	PSMB11
Tissue Resident Memory T(TRM) Cell Undefined Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	CXCR6
Trophectoderm Cell Placenta Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	SOX4
Granulocyte Bone Marrow Mouse	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	CEBPA
Hair Cell Inner Ear Mouse	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	KCNA10
Hepatocyte Fetal Liver Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	GJB1
Inner Cell Mass Embryo Mouse	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	SOX2
Macrophage Breast Mouse	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	MAFB
Memory CD4+ T Cell Blood Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	S1PR1
Memory T Cell Skin Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	CXCR6
Mesenchymal Cell Breast Mouse	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	TWIST1
Mesenchymal Stem Cell Lung Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	ISLR
Microglia-like Cell Meninge Mouse	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	P2RY12
Microglial Cell Retina Mouse	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	P2RY12
T Helper Cell Undefined Human	3/28	0.5325852765619017	0.9999956375987203	0	0	1.0941033434650456	0.689298509632512	PTGDR2;CCR5;CCR4
8-Cell Stage Cell (Blastomere) Embryo Human	2/18	0.5432626544871432	0.9999956375987203	0	0	1.1396835443037974	0.6953920079714946	SERTAD1;ZNF280A
Cancer Cell Esophagus Human	2/18	0.5432626544871432	0.9999956375987203	0	0	1.1396835443037974	0.6953920079714946	SOX2;UBXN10
Pancreatic Polypeptide Cell Pancreas Human	2/18	0.5432626544871432	0.9999956375987203	0	0	1.1396835443037974	0.6953920079714946	SLITRK6;SERTM1
Pericyte Brain Human	2/18	0.5432626544871432	0.9999956375987203	0	0	1.1396835443037974	0.6953920079714946	FOXC2;FOXC1
T Helper1 (Th1) Cell Undefined Human	2/18	0.5432626544871432	0.9999956375987203	0	0	1.1396835443037974	0.6953920079714946	CXCR6;CCR5
Homeostatic Chondrocyte Articular Cartilage Human	7/70	0.5457042096231413	0.9999956375987203	0	0	1.0129723632261702	0.6135352681359202	JUN;CHMP1B;FIBIN;IER5;TOB1;IER2;RHOB
Astrocyte Brain Human	20/204	0.5502714744857483	0.9999956375987203	0	0	0.9908133567350204	0.5918559506167502	JUN;JUND;TRIL;GPR75;OLIG1;OLIG2;SSTR2;TOB2;RHOB;SOX2;PPP1R3G;GJA1;MAFB;GJB6;CDC42EP4;P2RY1;PRLHR;LRRC3B;JUNB;IER2
Chandelier Cell Brain Mouse	3/29	0.5569898584188325	0.9999956375987203	0	0	1.0519639934533551	0.6156180042289775	GPR12;IER2;DUSP14
Multipotent Retinal Progenitor Cell Retina Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	GJA1
Naive CD4 T Cell Blood Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	SOCS3
Naive CD4 T Cell Liver Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	SOCS3
Naive CD4 T Cell Spleen Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	SOCS3
Naive CD4+ T Cell Blood Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	S1PR1
Natural Killer CD56 Dim Cell Stomach Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	S1PR5
Cancer Cell Skin Mouse	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	MC1R
Olfactory Sensory Neuron Brain Mouse	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	OMP
Central Memory CD4+ T Cell Liver Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	SOCS3
Central Memory CD4+ T Cell Spleen Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	SOCS3
Claudin-low Cell Bladder Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	TWIST1
Conventional Dendritic cell(cDC) Pancreas Mouse	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	XCR1
Progenitor Cell Blood Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	SOX4
Progenitor Cell Epithelium Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	SOX11
Effector CD8 T Cell Blood Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	FGFBP2
Embryonic Stem Cell Embryo Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	SOX2
T Follicular helper(Tfh) Cell Lymph Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	CCR5
T helper(Th) Cell Skin Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	CCR4
Thin Ascending Limb Cell Kidney Mouse	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	RNF182
Tissue Resident Memory T(TRM) Cell Ectocervix Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	S1PR1
Granulosa Cell Ovary Mouse	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	FOXL2
Hematopoietic Stem Cell Progenitor Cell Bone Mouse	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	JUN
Intestinal Stem Cell Small Intestine Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	ASCL2
Lake Et al.Science.Ex5 Brain Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	RNF182
Macrophage Artery Mouse	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	MAFB
Macrophage Colorectum Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	MPEG1
Megakaryocyte-erythroid Progenitor Bone Marrow Mouse	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	PAQR9
Megakaryocyte Peripheral Blood Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	GP9
Memory CD8+ T Cell Undefined Human	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	GPR183
Mesenchymal Cell Skin Mouse	1/8	0.5651788452810497	0.9999956375987203	0	0	1.302486986697513	0.7432160819683306	TWIST1
Astrocyte Hippocampus Mouse	2/19	0.5732537434571675	0.9999956375987203	0	0	1.0725837676842889	0.5968143825770155	GJA1;ASCL1
Naive CD8+ T Cell Blood Human	2/19	0.5732537434571675	0.9999956375987203	0	0	1.0725837676842889	0.5968143825770155	SOCS3;S1PR1
Nephron Progenitor Cell Fetal Kidney Human	2/19	0.5732537434571675	0.9999956375987203	0	0	1.0725837676842889	0.5968143825770155	TMEM100;HSPA1A
Cardiomyocyte Heart Mouse	2/19	0.5732537434571675	0.9999956375987203	0	0	1.0725837676842889	0.5968143825770155	GJA1;GJA5
Platelet Undefined Human	2/19	0.5732537434571675	0.9999956375987203	0	0	1.0725837676842889	0.5968143825770155	GP9;GP5
Stem Cell Undefined Human	2/19	0.5732537434571675	0.9999956375987203	0	0	1.0725837676842889	0.5968143825770155	SOX2;PHLDA1
Mural Cell Brain Mouse	5/52	0.5941620284536078	0.9999956375987203	0	0	0.9697466660912347	0.5048532385431543	GJC1;CLDN5;P2RY14;GJA4;S1PR3
T Cell Kidney Human	2/20	0.6017818749069291	0.9999956375987203	0	0	1.0129395218002812	0.5144317019350378	MAGEH1;CCR8
Spermatogonial Cell Testis Human	3/31	0.603418211571223	0.9999956375987203	0	0	0.9767151541467651	0.4933825529937695	NANOS2;ZBTB43;SPACA4
Epithelial Cell Bronchial Vessel Human	3/31	0.603418211571223	0.9999956375987203	0	0	0.9767151541467651	0.4933825529937695	ASCL3;ASCL1;ASCL2
Interneuron Embryonic Prefrontal Cortex Human	3/31	0.603418211571223	0.9999956375987203	0	0	0.9767151541467651	0.4933825529937695	NEUROD1;NEUROD6;PHLDA1
Microglial Cell Hippocampus Mouse	3/31	0.603418211571223	0.9999956375987203	0	0	0.9767151541467651	0.4933825529937695	P2RY12;TMEM119;MPEG1
Activated CD4+ T Cell Peripheral Blood Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	SOCS3
Alveolar Pneumocyte Type II Alveolus Mouse	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	CEBPA
Naive CD8 T Cell Spleen Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	SOCS3
Naive CD8+ T Cell Liver Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	SOCS3
Neuron Cortex Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	LINGO2
Cancer Stem Cell Bladder Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	SOX2
Neutrophil Liver Mouse	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	CXCR2
Central Memory CD8+ T Cell Liver Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	SOCS3
Central Memory CD8+ T Cell Spleen Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	SOCS3
Collecting Duct And Ureteric Bud Cell Fetal Kidney Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	PHLDA2
Pericyte Skin Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	PHLDA1
Plasmacytoid Dendritic cell(pDC) Kidney Mouse	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	RNASE6
Quiescent Neural Stem Cell Brain Mouse	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	GJA1
Embryonic Stem Cell Embryo Mouse	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	SOX2
Embryonic Stem Cell Germ Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	CCR4
Endothelial Cell Heart Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	CLEC14A
Sertoli Cell Testis Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	PRND
Stem Cell Blood Vessel Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	SOX2
Stem Cell Dental Pulp Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	SOX2
Stem Cell Intestine Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	ASCL2
Epithelial Cell Vein Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	FLRT2
T Follicular helper(Tfh) Cell Liver Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	GPR183
T Helper 17(Th17) Cell Intestine Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	CXCR6
General Proximal Cell Kidney Mouse	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	SOD3
Upper Layer 2 Cell Primary Visual Cortex Mouse	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	CHRM2
Upper Layer 3 Cell Primary Visual Cortex Mouse	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	CHRM2
Innate Lymphoid Cell Intestine Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	CXCR6
Lake Et al.Science.Ex2 Brain Human	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	PCED1B
Microglial Cell Spinal Cord Mouse	1/9	0.6081780010032631	0.9999956375987203	0	0	1.1396128542510122	0.5667154267535353	TMEM119
Enteroendocrine Cell Small Intestine Human	4/43	0.6260492965859935	0.9999956375987203	0	0	0.9348772531742628	0.4378274763339967	NANOS1;ISLR;POMGNT2;RTL5
Brush Cell (Tuft Cell) Lung Human	7/76	0.6347614814380103	0.9999956375987203	0	0	0.9245788273376002	0.42022659716262617	TMEM185B;FRAT2;SPTSSB;RNF183;ASCL1;ASCL2;SOX4
Adipose-derived Stem Cell Subcutaneous Adipose Tissue Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	SOX2
Naive CD8+ T Cell Undefined Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	GPR183
Naive T(Th0) Cell Blood Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	LRRN3
CD4+ T Cell Thymus Mouse	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	GPR183
Neural Crest Cell Undefined Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	FOXD3
Cancer Stem Cell Thyroid Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	SOX2
Oligodendrocyte Progenitor Cell Brain Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	OLIG2
Central Memory CD4+ T Cell Blood Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	SOCS3
Podocyte Kidney Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	MAFB
Dendritic Cell Spleen Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	XCR1
Effector Memory CD8+ T Cell Blood Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	FGFBP2
Effector Memory CD8+ T Cell Liver Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	FGFBP2
Endothelial Cell Blood Mouse	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	CLDN5
Endothelial Cell Breast Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	CLEC14A
Rheaume Et al.Nat Commun.35 Retina Mouse	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	LINGO4
Endothelial Cell Muscle Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	CLEC14A
Endothelial Cell Pancreas Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	CLDN5
Sensory Neuron Pluripotent Stem Cell Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	SSTR2
Stellate Cell Liver Mouse	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	PRNP
Fibroblast Prostate Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	GJA4
M1 Macrophage Brain Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	FPR3
Melanocyte Skin Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	PHLDA1
Memory CD8+ T Cell Blood Human	1/10	0.6469269231731563	0.9999956375987203	0	0	1.0129329734592893	0.441154531708029	FGFBP2
Neuron Retina Mouse	2/22	0.6544485091329364	0.9999956375987203	0	0	0.9115443037974683	0.38646048229754737	VGF;DRD1
Stem Cell Skin Human	2/22	0.6544485091329364	0.9999956375987203	0	0	0.9115443037974683	0.38646048229754737	SOX2;PHLDA1
Long-projecting GABAergic Cell Brain Mouse	5/56	0.6607093908175585	0.9999956375987203	0	0	0.8934892415384004	0.3702987414870794	ARL4A;GPR88;HTR1A;CTXN2;POU3F2
Neuroendocrine Cell Lung Human	7/78	0.6621215637187398	0.9999956375987203	0	0	0.8984342603846429	0.3704299340089737	TMEM185B;FRAT2;SPTSSB;RNF183;ASCL1;ASCL2;SOX4
Mucosal-associated Invariant T Cell Liver Human	6/68	0.6751555786032017	0.9999956375987203	0	0	0.881867727205774	0.34640833840422847	CCR1;PRNP;CEBPD;P2RY14;GPR171;NRIP1
Cancer Stem Cell Prostate Human	2/23	0.6786213707775335	0.9999956375987203	0	0	0.8680892103676914	0.3365511854392145	SOX2;TACSTD2
Stromal Cell Undefined Human	2/23	0.6786213707775335	0.9999956375987203	0	0	0.8680892103676914	0.3365511854392145	TLR1;TLR2
Myofibroblast Skin Human	1/11	0.6818455321676652	0.9999956375987203	0	0	0.911589068825911	0.3490949839916515	MAFB
Cancer Stem Cell Undefined Mouse	1/11	0.6818455321676652	0.9999956375987203	0	0	0.911589068825911	0.3490949839916515	SOX2
Neutrophil Undefined Mouse	1/11	0.6818455321676652	0.9999956375987203	0	0	0.911589068825911	0.3490949839916515	CXCR2
Central Memory CD8+ T Cell Blood Human	1/11	0.6818455321676652	0.9999956375987203	0	0	0.911589068825911	0.3490949839916515	SOCS3
Pdgfrapha+ Cell Lung Mouse	1/11	0.6818455321676652	0.9999956375987203	0	0	0.911589068825911	0.3490949839916515	P2RY14
Regulatory T(Treg) Cell Lung Human	1/11	0.6818455321676652	0.9999956375987203	0	0	0.911589068825911	0.3490949839916515	MAGEH1
Rheaume Et al.Nat Commun.29 Retina Mouse	1/11	0.6818455321676652	0.9999956375987203	0	0	0.911589068825911	0.3490949839916515	GPR101
Rheaume Et al.Nat Commun.40 Retina Mouse	1/11	0.6818455321676652	0.9999956375987203	0	0	0.911589068825911	0.3490949839916515	SLITRK1
Rheaume Et al.Nat Commun.8 Retina Mouse	1/11	0.6818455321676652	0.9999956375987203	0	0	0.911589068825911	0.3490949839916515	RNASE12
Stem Cell Endometrium Human	1/11	0.6818455321676652	0.9999956375987203	0	0	0.911589068825911	0.3490949839916515	SOX2
Exhausted CD8+ T Cell Undefined Human	1/11	0.6818455321676652	0.9999956375987203	0	0	0.911589068825911	0.3490949839916515	CXCR6
Glial Cell Epithelium Human	1/11	0.6818455321676652	0.9999956375987203	0	0	0.911589068825911	0.3490949839916515	SPRY1
Long Descending Limb (Outer Medulla) Cell Kidney Mouse	1/11	0.6818455321676652	0.9999956375987203	0	0	0.911589068825911	0.3490949839916515	ENC1
M1 Macrophage Peripheral Blood Human	1/11	0.6818455321676652	0.9999956375987203	0	0	0.911589068825911	0.3490949839916515	TLR2
Mesoderm Cell Embryo Mouse	1/11	0.6818455321676652	0.9999956375987203	0	0	0.911589068825911	0.3490949839916515	TLNRD1
Myeloid Cell Brain Human	2/24	0.701394549995916	0.9999956375987203	0	0	0.8285845799769851	0.29388628269089195	CXCR2;TMEM119
Regulatory T (Treg) Cell Undefined Human	2/24	0.701394549995916	0.9999956375987203	0	0	0.8285845799769851	0.29388628269089195	CXCR6;CCR4
Eosinophil Undefined Human	2/24	0.701394549995916	0.9999956375987203	0	0	0.8285845799769851	0.29388628269089195	CCR1;PTGDR2
GABAergic Neuron Brain Mouse	2/24	0.701394549995916	0.9999956375987203	0	0	0.8285845799769851	0.29388628269089195	GJA1;OLIG1
Neuron Undefined Human	4/48	0.7116795551385465	0.9999956375987203	0	0	0.8284108187808137	0.2817653271800542	NEUROD1;SOX2;PRNP;ACKR3
Myeloid Conventional Dendritic Cell Bone Marrow Human	1/12	0.7133122795464927	0.9999956375987203	0	0	0.8286713286713286	0.279954986047813	XCR1
Natural Killer Cell Decidua Human	1/12	0.7133122795464927	0.9999956375987203	0	0	0.8286713286713286	0.279954986047813	CHST12
Pluripotent Stem Cell Undefined Human	1/12	0.7133122795464927	0.9999956375987203	0	0	0.8286713286713286	0.279954986047813	SOX2
Dendritic Cell Lung Mouse	1/12	0.7133122795464927	0.9999956375987203	0	0	0.8286713286713286	0.279954986047813	XCR1
Endothelial Cell Aorta Mouse	1/12	0.7133122795464927	0.9999956375987203	0	0	0.8286713286713286	0.279954986047813	CLDN5
Sinusoidal Endothelial Cell Liver Human	1/12	0.7133122795464927	0.9999956375987203	0	0	0.8286713286713286	0.279954986047813	GPR182
Stem Cell Lung Human	1/12	0.7133122795464927	0.9999956375987203	0	0	0.8286713286713286	0.279954986047813	SOX2
Epithelial Cell Epithelium Human	1/12	0.7133122795464927	0.9999956375987203	0	0	0.8286713286713286	0.279954986047813	NEUROD1
Stem Cell Periodontal Ligament Human	1/12	0.7133122795464927	0.9999956375987203	0	0	0.8286713286713286	0.279954986047813	SOX2
Follicular B Cell Lung Human	1/12	0.7133122795464927	0.9999956375987203	0	0	0.8286713286713286	0.279954986047813	GPR183
Ventral Otocyst Brain Mouse	1/12	0.7133122795464927	0.9999956375987203	0	0	0.8286713286713286	0.279954986047813	SOX2
Lake Et al.Science.Ex4 Brain Human	1/12	0.7133122795464927	0.9999956375987203	0	0	0.8286713286713286	0.279954986047813	NEUROD6
Clara Cell Lung Mouse	2/25	0.7228084179949814	0.9999956375987203	0	0	0.7925151348376445	0.2572591890520691	TACSTD2;NRARP
Endothelial Cell Ovary Human	2/25	0.7228084179949814	0.9999956375987203	0	0	0.7925151348376445	0.2572591890520691	SOCS3;CLDN5
Neuron Brain Human	15/172	0.7329350893789874	0.9999956375987203	0	0	0.870001363485849	0.27030780173678537	FOXG1;SOX11;OLIG1;OLIG2;SSTR1;PNMA2;ASCL1;POU3F2;SOX2;NEUROD2;SOX1;NEUROD6;SLITRK1;KCNS3;SOX4
Circulating Fetal Cell Blood Human	3/38	0.7392326431876545	0.9999956375987203	0	0	0.781068171949631	0.23599396783866894	JUN;OLIG2;JUNB
Endothelial Cell Blood Vessel Mouse	3/38	0.7392326431876545	0.9999956375987203	0	0	0.781068171949631	0.23599396783866894	CLDN5;FOXL2;SPRR2B
4-Cell Stage Cell (Blastomere) Embryo Mouse	1/13	0.741668241119472	0.9999956375987203	0	0	0.7595732118758435	0.2270009231297291	ZBTB39
Basophil Bone Marrow Mouse	1/13	0.741668241119472	0.9999956375987203	0	0	0.7595732118758435	0.2270009231297291	CEBPA
Natural Killer Cell Bone Marrow Mouse	1/13	0.741668241119472	0.9999956375987203	0	0	0.7595732118758435	0.2270009231297291	CEBPA
CD8+ T Cell Lung Mouse	1/13	0.741668241119472	0.9999956375987203	0	0	0.7595732118758435	0.2270009231297291	CCR5
Conventional Dendritic Cell Undefined Human	1/13	0.741668241119472	0.9999956375987203	0	0	0.7595732118758435	0.2270009231297291	TLR2
Endothelial Cell Microvessel Mouse	1/13	0.741668241119472	0.9999956375987203	0	0	0.7595732118758435	0.2270009231297291	FOXQ1
Sinoatrial Node (SAN) Cell Heart Mouse	1/13	0.741668241119472	0.9999956375987203	0	0	0.7595732118758435	0.2270009231297291	GJC1
Endothelial Cell Vein Mouse	1/13	0.741668241119472	0.9999956375987203	0	0	0.7595732118758435	0.2270009231297291	CLDN5
Stem Cell Embryo Human	1/13	0.741668241119472	0.9999956375987203	0	0	0.7595732118758435	0.2270009231297291	SOX2
Stem Cell Skin Mouse	1/13	0.741668241119472	0.9999956375987203	0	0	0.7595732118758435	0.2270009231297291	SOX2
Memory CD4+ T Cell Peripheral Blood Human	1/13	0.741668241119472	0.9999956375987203	0	0	0.7595732118758435	0.2270009231297291	GPR183
Neutrophil Peripheral Blood Human	2/26	0.7429090425718924	0.9999956375987203	0	0	0.759451476793249	0.22569505125226338	CXCR1;CXCR2
Endothelial Cell Brain Human	2/26	0.7429090425718924	0.9999956375987203	0	0	0.759451476793249	0.22569505125226338	CLDN5;CLEC14A
Ionocyte Cell Trachea Mouse	8/96	0.7443625673164981	0.9999956375987203	0	0	0.8280622374070825	0.24446636427063562	ASCL3;P2RY14;GPR183;PRR18;EMC6;PHLDA1;BLCAP;SOX4
Monocyte Lung Human	3/39	0.7552588309364672	0.9999956375987203	0	0	0.7593296183721716	0.2131398495844873	MAFB;FPR3;TLR2
CD4+ T Cell Brain Human	2/27	0.7617466682044783	0.9999956375987203	0	0	0.7290329113924051	0.19839991685902106	FOXD1;CEBPG
Endothelial Cell Capillary Mouse	1/14	0.7672208067509719	0.9999956375987203	0	0	0.701105574587356	0.18577940064127277	CLDN5
Endothelial Cell Stomach Human	1/14	0.7672208067509719	0.9999956375987203	0	0	0.701105574587356	0.18577940064127277	CLDN5
Fibroblast Brain Human	1/14	0.7672208067509719	0.9999956375987203	0	0	0.701105574587356	0.18577940064127277	ISLR
Hematopoietic Stem Cell Bone Mouse	1/14	0.7672208067509719	0.9999956375987203	0	0	0.701105574587356	0.18577940064127277	SOX4
Luminal Cell Breast Mouse	1/14	0.7672208067509719	0.9999956375987203	0	0	0.701105574587356	0.18577940064127277	SOX2
Lymphocyte Lacrimal Gland Mouse	1/14	0.7672208067509719	0.9999956375987203	0	0	0.701105574587356	0.18577940064127277	CXCR6
Microglial Cell Cortex Mouse	1/14	0.7672208067509719	0.9999956375987203	0	0	0.701105574587356	0.18577940064127277	C3AR1
LGR5+ Stem Cell Large Intestine Human	4/52	0.7691423823140644	0.9999956375987203	0	0	0.7592076364250718	0.19927619334970376	GJB2;GJB1;SFN;RNF186
Secretory Progenitor Cell Small Intestine Human	3/40	0.7704807530113996	0.9999956375987203	0	0	0.7387661217448451	0.19262632509574307	AMER3;FOXD2;HTR1D
Mesenchymal Cell Liver Human	5/64	0.7710836468201026	0.9999956375987203	0	0	0.7719943617423591	0.2006864345023674	NXT1;TCIM;CDC42EP2;TWIST1;FJX1
Activated T Cell Undefined Human	1/15	0.7902470057574533	0.9999956375987203	0	0	0.6509904569115096	0.1532494791498538	JUN
Beta Cell Pancreatic Islet Mouse	1/15	0.7902470057574533	0.9999956375987203	0	0	0.6509904569115096	0.1532494791498538	MAFB
Cancer Cell Bone Marrow Human	1/15	0.7902470057574533	0.9999956375987203	0	0	0.6509904569115096	0.1532494791498538	OLIG3
